Material Description                    , Plant, Period, Year, Amount in LC       , Quantity
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 7090.518181818181  , 235.75757575757578
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5237.627272727273  , 174.54545454545456
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4384.563636363637  , 146.36363636363637
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4512.981818181817  , 150.60606060606062
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6586.018181818181  , 219.0909090909091
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4687.263636363636  , 156.36363636363637
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4668.918181818181  , 155.75757575757578
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3650.7454545454543 , 122.12121212121212
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6264.972727272727  , 208.4848484848485
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5742.127272727273  , 191.21212121212122
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6540.154545454545  , 217.5757575757576
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3751.6454545454544 , 125.45454545454547
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5072.518181818182  , 169.0909090909091
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4127.727272727272  , 137.87878787878788
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3733.2999999999997 , 124.84848484848486
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 788.8545454545454  , 27.575757575757578
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3834.2             , 128.1818181818182
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4889.063636363636  , 163.03030303030303
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3137.072727272727  , 105.15151515151516
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6631.881818181818  , 220.60606060606062
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4714.781818181818  , 157.27272727272728
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3861.7181818181816 , 129.0909090909091
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 2540.8454545454542 , 85.45454545454545
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5586.190909090909  , 186.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4246.972727272727  , 141.8181818181818
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5916.409090909091  , 196.96969696969697
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4136.9             , 138.1818181818182
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4292.836363636363  , 143.33333333333334
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4338.7             , 144.84848484848484
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4843.2             , 161.51515151515153
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3393.909090909091  , 113.63636363636364
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1935.4454545454541 , 65.45454545454545
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4182.763636363636  , 139.69696969696972
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4072.690909090909  , 136.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3091.2090909090907 , 103.63636363636364
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5292.663636363636  , 176.36363636363637
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1706.1272727272726 , 57.87878787878788
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1907.9272727272723 , 64.54545454545455
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5200.936363636363  , 173.33333333333334
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3916.754545454545  , 130.9090909090909
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 2073.0363636363636 , 70.0
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 229.3181818181818  , 9.090909090909092
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 100.89999999999999 , 4.848484848484849
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 27.518181818181816 , 2.4242424242424243
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 18.345454545454544 , 2.121212121212121
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 9.172727272727272  , 1.8181818181818183
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 238.49090909090904 , 9.393939393939394
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1770.3363636363633 , 60.0
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1990.4818181818182 , 67.27272727272728
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3458.1181818181813 , 115.75757575757576
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 2082.2090909090907 , 70.30303030303031
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 7118.036363636364  , 236.66666666666669
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4467.118181818181  , 149.0909090909091
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6154.9             , 204.84848484848487
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6081.518181818182  , 202.42424242424244
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5714.60909090909   , 190.3030303030303
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5219.2818181818175 , 173.93939393939394
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 7659.227272727272  , 254.54545454545456
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5421.081818181818  , 180.60606060606062
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 55.03636363636363  , 3.3333333333333335
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3439.772727272727  , 115.15151515151516
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5751.3             , 191.51515151515153
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6255.799999999999  , 208.1818181818182
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5485.290909090909  , 182.72727272727275
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5888.890909090908  , 196.06060606060606
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1944.6181818181815 , 65.75757575757576
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4861.545454545454  , 162.12121212121212
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5466.945454545455  , 182.12121212121212
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 2137.2454545454543 , 72.12121212121212
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1311.6999999999998 , 44.84848484848485
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 2228.972727272727  , 75.15151515151516
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1550.190909090909  , 52.72727272727273
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3595.7090909090907 , 120.30303030303031
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3953.445454545454  , 132.12121212121212
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3366.390909090909  , 112.72727272727273
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4659.745454545455  , 155.45454545454547
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3155.4181818181814 , 105.75757575757576
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3100.381818181818  , 103.93939393939395
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5907.236363636363  , 196.66666666666669
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5228.454545454545  , 174.24242424242425
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4393.736363636363  , 146.66666666666669
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3513.154545454545  , 117.57575757575758
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 8943.40909090909   , 296.969696969697
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5732.954545454545  , 190.9090909090909
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3127.8999999999996 , 104.84848484848486
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 2705.9545454545455 , 90.90909090909092
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4036.0             , 134.84848484848484
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6430.081818181818  , 213.93939393939394
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4898.236363636363  , 163.33333333333334
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3999.30909090909   , 133.63636363636365
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4201.109090909091  , 140.3030303030303
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3714.954545454545  , 124.24242424242425
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4256.145454545454  , 142.12121212121212
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6475.945454545454  , 215.45454545454547
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5329.354545454545  , 177.5757575757576
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1238.3181818181818 , 42.42424242424243
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4357.045454545454  , 145.45454545454547
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5246.799999999999  , 174.84848484848484
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4953.272727272727  , 165.15151515151516
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5127.554545454545  , 170.9090909090909
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4650.572727272727  , 155.15151515151516
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3724.1272727272726 , 124.54545454545455
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1366.7363636363636 , 46.66666666666667
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6072.345454545454  , 202.12121212121212
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 9768.954545454544  , 324.24242424242425
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6897.890909090909  , 229.3939393939394
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 5806.336363636364  , 193.33333333333334
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4806.50909090909   , 160.3030303030303
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 2981.1363636363635 , 100.0
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 91.72727272727272  , 4.545454545454546
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 559.5363636363636  , 20.0
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1394.2545454545455 , 47.57575757575758
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1742.8181818181815 , 59.09090909090909
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6164.072727272726  , 205.15151515151516
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 9493.772727272726  , 315.1515151515152
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6347.527272727272  , 211.21212121212122
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 3201.281818181818  , 107.27272727272728
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 6209.936363636363  , 206.66666666666669
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1972.1363636363633 , 66.66666666666667
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 4302.00909090909   , 143.63636363636365
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 981.4818181818182  , 33.93939393939394
Keg: 50L Empty                          , AG   , 9     , 2022, 573589.4727272728  , 1212.4242424242425
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1660.2636363636361 , 56.36363636363637
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5641.227272727273  , 187.87878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3696.609090909091  , 123.63636363636364
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3935.0999999999995 , 131.51515151515153
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2228.972727272727  , 75.15151515151516
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3210.454545454545  , 107.57575757575758
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5687.090909090909  , 189.3939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5338.527272727272  , 177.87878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 8622.363636363636  , 286.3636363636364
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5962.272727272727  , 198.4848484848485
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4081.863636363636  , 136.36363636363637
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6732.781818181818  , 223.93939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5824.681818181817  , 193.93939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6090.6909090909085 , 202.72727272727275
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3760.818181818181  , 125.75757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 9814.81818181818   , 325.75757575757575
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5879.718181818181  , 195.75757575757578
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3430.5999999999995 , 114.84848484848486
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 183.45454545454544 , 7.575757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 953.9636363636362  , 33.03030303030303
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3476.4636363636364 , 116.36363636363637
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2999.4818181818177 , 100.60606060606061
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 632.9181818181818  , 22.424242424242426
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 64.2090909090909   , 3.6363636363636367
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 816.3727272727272  , 28.484848484848488
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, -76986.69999999998 , -2541.818181818182
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1485.981818181818  , 50.60606060606061
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1641.9181818181817 , 55.75757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1440.1181818181817 , 49.09090909090909
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7760.127272727272  , 257.8787878787879
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4861.545454545454  , 162.12121212121212
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 715.4727272727272  , 25.151515151515152
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6109.036363636363  , 203.33333333333334
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2935.272727272727  , 98.48484848484848
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5026.654545454545  , 167.5757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3632.3999999999996 , 121.51515151515152
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 82.55454545454545  , 4.242424242424242
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 128.4181818181818  , 5.757575757575758
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 146.76363636363635 , 6.363636363636364
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3293.0090909090904 , 110.30303030303031
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1568.5363636363636 , 53.333333333333336
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1935.4454545454541 , 65.45454545454545
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4008.4818181818177 , 133.93939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4054.345454545454  , 135.45454545454547
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7035.481818181817  , 233.93939393939397
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6769.472727272727  , 225.15151515151516
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6191.590909090909  , 206.06060606060606
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5843.027272727272  , 194.54545454545456
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5145.9             , 171.51515151515153
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2971.963636363636  , 99.6969696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 357.7363636363636  , 13.333333333333334
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7292.318181818181  , 242.42424242424244
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5155.072727272727  , 171.81818181818184
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4889.063636363636  , 163.03030303030303
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4246.972727272727  , 141.8181818181818
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3669.090909090909  , 122.72727272727273
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6677.745454545455  , 222.12121212121212
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7044.654545454545  , 234.24242424242425
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2760.990909090909  , 92.72727272727273
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5852.2             , 194.84848484848487
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6008.136363636363  , 200.0
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3485.636363636363  , 116.66666666666667
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5989.790909090909  , 199.3939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6530.981818181817  , 217.27272727272728
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1403.4272727272726 , 47.87878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2375.7363636363634 , 80.0
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6356.7             , 211.51515151515153
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5760.472727272727  , 191.81818181818184
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2036.3454545454545 , 68.7878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4191.936363636363  , 140.0
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5503.636363636363  , 183.33333333333334
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3769.9909090909086 , 126.06060606060606
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2871.0636363636363 , 96.36363636363637
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2944.445454545454  , 98.7878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5375.218181818182  , 179.0909090909091
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7429.90909090909   , 246.96969696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1871.2363636363636 , 63.333333333333336
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6053.999999999999  , 201.51515151515153
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1311.6999999999998 , 44.84848484848485
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2494.981818181818  , 83.93939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5311.00909090909   , 176.96969696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6182.418181818181  , 205.75757575757578
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3889.236363636363  , 130.0
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4778.990909090909  , 159.3939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6934.581818181818  , 230.60606060606062
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 9236.936363636361  , 306.6666666666667
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7521.636363636362  , 250.0
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4384.563636363637  , 146.36363636363637
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4934.927272727273  , 164.54545454545456
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 10860.50909090909  , 360.3030303030303
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4971.618181818181  , 165.75757575757578
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1467.6363636363635 , 50.0
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4898.236363636363  , 163.33333333333334
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6301.663636363636  , 209.69696969696972
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6072.345454545454  , 202.12121212121212
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6494.290909090909  , 216.06060606060606
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6989.618181818181  , 232.42424242424244
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7420.736363636363  , 246.66666666666669
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7439.081818181818  , 247.27272727272728
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6026.481818181818  , 200.60606060606062
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4870.718181818182  , 162.42424242424244
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7154.727272727272  , 237.8787878787879
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 605.4              , 21.515151515151516
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2118.8999999999996 , 71.51515151515152
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3678.263636363636  , 123.03030303030303
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4164.418181818181  , 139.0909090909091
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5971.445454545455  , 198.7878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5329.354545454545  , 177.5757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7916.063636363636  , 263.03030303030306
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 8117.863636363635  , 269.6969696969697
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4036.0             , 134.84848484848484
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 8448.081818181818  , 280.6060606060606
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3146.2454545454543 , 105.45454545454545
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 18547.254545454543 , 614.2424242424242
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7090.518181818181  , 235.75757575757578
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5356.872727272727  , 178.4848484848485
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7026.30909090909   , 233.63636363636365
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6622.70909090909   , 220.3030303030303
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6283.318181818181  , 209.0909090909091
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6696.090909090908  , 222.72727272727275
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3072.863636363636  , 103.03030303030303
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7769.299999999999  , 258.1818181818182
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 7237.2818181818175 , 240.60606060606062
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4274.490909090909  , 142.72727272727275
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6631.881818181818  , 220.60606060606062
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6641.0545454545445 , 220.90909090909093
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5457.772727272727  , 181.81818181818184
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 5045.0             , 168.1818181818182
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4907.40909090909   , 163.63636363636365
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2357.390909090909  , 79.3939393939394
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6035.654545454545  , 200.9090909090909
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 6457.599999999999  , 214.84848484848487
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 3458.1181818181813 , 115.75757575757576
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 4549.672727272728  , 151.8181818181818
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2008.8272727272727 , 67.87878787878788
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 1293.3545454545454 , 44.24242424242424
B&CR: 660RB Green Lite & Red Crate      , AG   , 9     , 2022, 2660.090909090909  , 89.3939393939394
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 1064.0363636363636 , 36.66666666666667
B&CR: 660RB Green Fish & Navy Crate     , AG   , 9     , 2022, 2256.4909090909086 , 76.06060606060606
